comment,rating,thumbsUpCount,at
"setiap ada promo tix id susah masuknya, udah pesan bangku gagal terus, udah bisa lagi malah udah keisi maunya apa coba, kalo setiap ada promo kaya gini mah mendingan ga usah ada promo",1,0,2019-08-17 04:19:45
Bagus si kinerja nya. Tapi hari ini ada promo 17 an kok malah lemot sih eror juga hm,3,0,2019-08-17 04:17:40
loadingnya lama banget setelah jam 10. satu jam lebih baru bisa buat pesanan. yang bener aja???? sama aja kek ngantri di bioskop,2,0,2019-08-17 04:17:03
drtd mau pesan tiket gbs terus. masa tidak ada film yg diputar gitu terus. signal pdhl ada. utk youtubean sm ig nan lancar jaya. ini utk tix gbisa load trs.,1,0,2019-08-17 04:02:02
"Ini aplikasi gada niatan buat diperbarui kah? udah sering bgt error loh waktu pemesanan terus ujung2nya gagal, saldo dibalikin nya juga lama, aplikasi juga sekarang lemotnya parah. coba dicek lah aplikasi nya ini bermasalah bgt sekarang",1,0,2019-08-17 03:56:10
"nge lag woy, tolong dibikin lega dikit nape, untung udh banyak msh aja lag dari dulu",2,0,2019-08-17 03:52:39
Rate bintang 1. Selalu tidak ada niat untuk antisipasi server down saat promo.,1,0,2019-08-17 03:48:24
"mudah, cepat, dan ga perlu antri, praktis",5,0,2019-08-17 03:48:22
Maaf saya kurangi 3 bintang. Karna aplikasi ini bermasalah terus tiap kali selesai top up. Mau mesen tiket jadi lama bgt. Buka apl lain lancar2 aja. Tlg di perbaiki lg. Trmksh,2,0,2019-08-17 03:48:17
"kalo lagi ada promonya parah banget, tolong ditingkatkan, oia 1 lagi jgn asal membatalkan tiket 1 pihak",4,0,2019-08-17 03:48:16
"tolong perbaiki dulu server anda jika ingin membuat transaksi online, saya sudah top up uang saya ke dana tix id tapi tidak bisa membeli tiket karena jaringan servernya selalu gagal setiap ada promo, saya tidak ada masalah dengan jaringan provider ataupun wifi saya, ini masalah server tix idnya.",1,1,2019-08-17 03:46:51
Tidak bisa pesan tiket. Ketika promo servernya down parah.,1,0,2019-08-17 03:46:10
"kampret ga niat ngasih promo 17, lemot bgt aplikasi nya",1,0,2019-08-17 03:41:43
"kalo lg ada promo kayak 17 an dan sudah tau ini aplikasi laku dan di favoritin, jangan kuota customer masuk aplikasi di batasin... berani modal lah, beli sever besar dengan kuota mencapai ribuan customer bisa in aplikasi. payah....... klo gini trus ga bakal di minatin lg nih aplikasi, bakal di hapus!",1,2,2019-08-17 03:39:50
"kalo ada promo sistem nya langsung down, tiket gabisa dipesan. tulisan nya selalu engga ada kursi engga tempat duduk. tolong diperbaiki lagi sistem nya klo lagi ngadain promo",3,0,2019-08-17 03:32:29
"Harus bgt diperbarui, upgrade terooss, kalo hp yg memorinya kecil rada PR sih, soalnya kalo gk diperbarui gak bisa dipake",2,0,2019-08-17 03:32:27
ko hari ini pesen tiket kyaknya susah banget yah pdhal sinyal bagus .syaa udh pesen tiket saldo udh kepotong trus kodenya kenaapa belom muncul yah??,1,0,2019-08-17 03:31:44
"gila parah banget asli, abis top up dana dan mau beli tiket eh aplikasinya malah gak bisa dibuka dong, makin di install makin parah ni aplikasi sumpah",1,0,2019-08-17 03:28:18
"Setelah di update, loading jadi lama",2,0,2019-08-17 03:26:11
"Katanya ada promo 17 Agustus ,setiap jam 10 wilayah setempat bisa klaim diskon tiket pertama senilai 17.000 Tapi ketika jam 10 , mau buka aplikasinya aja gabisa",1,0,2019-08-17 03:24:47
apaan masih jam 10 tinggal bayar doang aplikasi lgsg gabisa. kalau mau ada promo diperbaiki dong sistemnya biar ga berat jd yg mau akses ttp mudah,1,0,2019-08-17 03:23:42
Iya sih ada promo 17 Agustus yang 17.000 untuk tiket pertama. Tapi begitu jam 10.00 mau pesen aplikasinya gabisa diakses. Tidak profesional sekali TIX.ID!!!!,1,0,2019-08-17 03:23:29
"giliran ada promo aplikasinya jadi lemot gilaaa, setengah jam gamau ngeproses loading terus padahal dah pake wifi hahaa kacauu",1,0,2019-08-17 03:22:41
tidak perlu menggunakan promo-promo jika aplikasi Tix_ID tidak bisa dibuka / digunakan.,1,0,2019-08-17 03:21:03
"Udh pesen tiket, diproses terus, lama, tiba"" muncul notif berhasil, eh gak lama udh itu, tiba"" tiket saya di refund. Very bad👎👎👎👎",1,0,2019-08-17 03:20:32
untuk apa ad promo segala klo Aplikasinya Down! bikin repot aja,1,0,2019-08-17 03:17:24
"aplikasi cacat banget , mau mesen malah lemot , anehhh",1,0,2019-08-17 03:10:55
aplikasi bangsat...di saat dapat promo...gagal terus transaksinyh..sampe promo nyah habis..baru bisa di buka lagi aplikasi nyah.......,1,0,2019-08-17 03:09:50
kenapa aplikasi ini tidak bisa di download di hp saya padahal awalnya bisa trs saya juga sudah memakai nya setelah saya buka lagi untuk pesan tix id minta update tapi tidak bisa terupdate padahal memori dan kuota saya masih banyak setelah itu saya mencoba meng uninstall tix id dan saat saya mencoba download lagi malah tidak bisa kenapa ya tolong dong bantuannya,1,0,2019-08-17 03:04:48
Aplikasi apaan ini? Mau beli tiket diklik kok ga bisa mentang² lagi diskon.,1,0,2019-08-16 15:07:58
"saya ingin topup saldo tp disuruh verifikasi lewat nomer HP, sementara nomer yg saya daftarkan sudah di blokir , bagaimana cara mengisi saldonya? dan bagaimana mengubah nomer telpon nya yg sudah terdaftar itu",3,0,2019-08-16 08:38:06
kenapa saat saya membeli tiket disitu ada promo nya yg awal nya 60 ribu krna promo menjadi 17 ribu saja tpi pas mau bayar malah tetap 60 ribu,1,0,2019-08-16 04:28:10
sangat memuaskan banyak promo menarik dan lebih mudah untuk transaksi tak perlu mengantri hanya dengan duduk di rumah saya bisa beli kapan saja dan dimana saya. terima kasih tix id. banyak banyakin promo menarik lainya ya biar tambah endess hehe,5,1,2019-08-16 04:07:41
"oke aplikasi nya , - nya kalo pesen tiket suka loading sukses/selesai nya lama kalau kondisi promo",4,0,2019-08-16 03:52:31
"keren banget aplikasinya.. bisa dapet diskon buat nontok bisokop menggunakan aplikasi ini, pokoknya kalau pakai TIX ID bener-bener gak bikin ribet deh untuk dapetin tiketnya... kalau bisa lebih banyak lagi diskonnya.. terima kasih.",4,25,2019-08-16 03:46:14
sangat terbantu sekali..tidak perlu lelah mengantri lagi. terima kasih,5,0,2019-08-16 03:37:38
"ga cocok buat yg baru pakai apps... untuk beli ticket, rempong bgt... lebih baik pakai apps sebelah yg lancar",1,0,2019-08-16 03:34:46
"saya suka dengan ada nya tix gampang untuk membeli tiket nonton, tanpa antrean",5,0,2019-08-16 03:22:08
mèmpermudah untuk pembelian tiket. banyak promo jugaa. terimakasih,5,0,2019-08-16 03:08:27
jadi lebih mudah mao nonton gak perlu ngantri good job,5,0,2019-08-16 03:08:20
"sangat baik... banyak promo nya,apalagi pas pembelian pertama... kasih 4 dulu yah utk penggunaan pertama... kalo sdah lama penggunaan nya dan makin baik akan di tmbahkan deh bintang nya 😁",4,0,2019-08-16 02:36:54
Mudah dan cepat untuk pemesanan tiketnya,5,0,2019-08-15 15:45:38
"Mantap TIX id ada promo 17 ribu buat semua tiket pertama. Gitu dong, saya yang jomblo jadi senang ada promo seperti ini... Jangan promo 50% tiket kedua lagi ya! Awas kalo ada promo gitu lagi aku uninstall lagi 😁😁",5,0,2019-08-15 14:22:13
"lumayan praktis, sering2 ada promo aja",5,0,2019-08-15 06:49:42
"Walaupun sempet kecewa pernah memesan tiket hampir 7 kali pemesanan dalam 1 hari tidak berhasil terus, untung aja pihak Tix id cepat menanganinya, terimakasih..",1,0,2019-08-15 06:45:54
cukup oke..tapi tidak bisa menghapus riwayat pembelian tiket... mau nonton dengan orang yang berbeda jadi susah🤣🤣 hp di kepoiin...wkwkw..,4,0,2019-08-15 06:28:24
sangat membantu dalam pemesanan online jd gak perlu antri2 lg dtng lngsng print beli popcorn nonton deh..,5,0,2019-08-15 05:16:12
"suka banget krn prosesnya cepet, membantu kita banget biar ga antreeeee🥰",5,0,2019-08-15 04:16:32
mantap nih sangat membantu disaat tau filmnya bakal banyak yaang nntn bisa ngeboking dlu sebelumnya terbaikk 👍👍👍,5,0,2019-08-15 02:14:55
"sementara lumayan mudah, semoga konsisten",4,0,2019-08-14 12:30:56
"jangan sering-sering minta update ya, selebihnya ok.",4,0,2019-08-14 02:35:39
aku sgt berterimakasih kpd apk.tix id karena ada tik.id aku ngak perlu repot2 tanya temen flim apa yg sedang dinputar di bioskop karena tix.id aku bisa menonton flim dengan cara mudah dan simple,5,0,2019-08-13 13:58:23
"cukup simple, hanya saja Saat mengisi saldo ada minimal ngisi nya sehingga tidak bisa bebas .. tapi gapapa masih bisa dipake sisa nya 😂",4,0,2019-08-13 10:56:22
"pakai tix jd gak perlu ngantri2 beli tiket on the spot, tinggal bk aplikasiya jg bs milih bangku yg kita mau, jg sering ada promo dskn 50%.",4,0,2019-08-13 09:57:46
sangat membantu sekali dan mempermudah beli tiket disini 👍👍,5,0,2019-08-13 06:44:01
sangat2 praktis dan mudah transaksinya,5,0,2019-08-13 04:46:06
"aplikasi bagus , hanya terkadang pembelian ticket ter-refund sendiri",4,0,2019-08-12 07:06:50
bagus tapi ada biaya admin nya jadi kasih Bintang 3 aja,3,0,2019-08-12 06:56:52
"sudah berkali kali masukan kode referal dari undangan teman, tapi tetep aja nggak bisa",1,0,2019-08-12 05:00:21
bagus banyak promon discountnya tambah bagus klw ada paket nonton keluarga,5,0,2019-08-12 01:34:01
Lebih mudah beli tiket dan bebas milih mau duduk di kursi mana..,5,0,2019-08-11 15:19:31
banyak2kin dah promonya ya. aplikasinya terbaik emang ni.,5,0,2019-08-11 10:35:50
"awalnya bingung, karena pembayaran lewat kartu kode yg dikirim lewat pesan ternyata gak di kirim tapi akhirnya top up, jadi aplikasi ini sangat membantu",4,0,2019-08-11 10:22:52
"sangat bagus, banyak promonya, recommended banget",5,0,2019-08-11 09:05:43
"jadi lebih mudah untuk mesen tiket, gak perlu ngantri lagi👌👌😘",5,0,2019-08-10 13:57:01
"Sangat membantu, memudahkan saya utk pesen tiket tanpa antri d bioskop",5,0,2019-08-10 13:55:17
"sering stuck di logo, tidak mau masuk ke aplikasi",1,0,2019-08-10 13:48:27
"CGV blitar square tidak ada, padahal di go-tix ada. kecewa karna sudah terlanjur top up utk beli tiket tapi gk ada dan mau tarik tunai agar bisa beli tiket di go-tix, TIX ID adalah aplikasi yang kurang maju",1,1,2019-08-10 13:14:39
"mudah,dan banyak diskon promo",5,0,2019-08-10 07:12:04
ada discountnya 👍👍👍 klu bisa sih ditambah lg ya ...,5,0,2019-08-10 06:58:41
"2 kali transaksi di refund terus, info nya tidak dapat terhubung ke bioskop.. mohon di perbaiki, biar ngga perlu ngantri, dan efisien",4,0,2019-08-10 05:04:07
kenapa punya saya tidak bisa akses tiket ?tgl 10/08/2019 mengecewakan mending uninstal,1,0,2019-08-10 00:06:00
"saya sukak banget aplikasi ini meskipun saya ngga pernah isi saldoo, karna sahajaku download ini cuman ngisi waktu luang liatin film apa yg ada terus masukin ke catatan, biar nanti bisa download dihahahahah makasih tix 💞💞💝💝❤️",5,0,2019-08-09 13:15:03
di timeline tertulis diskon 50% untuk pembelian tiket ke 2 setelah dicoba ternyata hanya ada potongan 5.000 itu mah bukan 50% tapi 15% yg jelas dong kalau mau kasih promo ya promo aja jgn ada tulisan 50% tp alhasil dapat nya hanya 15%,2,0,2019-08-09 07:44:55
kenapa tix.id dari kemarin sampai sekarang ga bisa dibuka ???? error trus,1,0,2019-08-09 02:47:21
"makin mudah, ga perlu antri",5,0,2019-08-08 12:40:43
"aplikasi ini sebenarnya sangat membanguu, hanya saja setelah salah pin dana apk terblokir sementa ( 1 jam menurut info), tp sampai 13 jam kemudian masih dalam pemblokiran. mohon untuk dapat ditindak lanjuti. terima kasih atas tanggapan yang diberikan tix id saya dapat digunakan seperti semula.",4,48,2019-08-08 11:31:40
agak ribet di pembayaran aja sih tpi selainya muantap kok heheh,5,0,2019-08-08 04:59:16
"sekalian ajh diskon di tiket ke 3 nying, ga mikirn yang nonton sendiri kita pindah dri MTIX ke TIX karena murah klo BGNI APA BEDANYA SAMA MTIX🤐🤐🤐🤐😑😑😑😑",3,0,2019-08-08 03:54:19
"Suka ada diskon, transaksi mudah, tidak takut tidak kebagian tempat bisa booking di rumah",5,0,2019-08-08 03:16:12
"semenjak ada aplikasi ini aku kalo mau nonton bioskop santai, gak harus buru-buru ngantri. orang lain pada nyerbu loket, aku jalan santuy.",5,0,2019-08-08 00:53:11
"kok g bs d buka aplikasix,pdhl baru d download. & mw cba beli tiketx d sni...mohon d bntu,sy penasaran dgn aplikasi in",1,0,2019-08-08 00:02:40
mengapa tidak bisa daftar tix id menggunakan nomor tlp saya padahal blm perna dftr sekali pun mlhn keluar tulisan telah trjdi kesalahn trs mnrus pdhl saldo dana saya ada,2,0,2019-08-07 12:10:37
"kl dibanding app XXI, tix lebih lemot. kadang perlu 20 menit untuk konfirmasi order.",3,0,2019-08-07 08:51:52
semakin memudahkan transaksi nya dengan adanya aplikasi dana untuk topup ♥️♥️,5,0,2019-08-07 05:56:59
mak nyossss.... Jadi tidak perlu datang lebih awal dan antri untuk beli tiket,5,0,2019-08-07 05:30:52
lebih praktis dan mudah tp sayang hanya bisa beli dihari H saja tidak bisa dihari kedwpab,5,0,2019-08-07 05:20:24
"Sangat Membantu dalam kehidupan sehari hari. Selalu isi saldo Dana, dapatkan kemudahan dalam keseharianmu.",5,0,2019-08-07 04:10:25
"mempermudah kan saya pesan tiket tanpa antri dan anti habis bangku, kl pesen langsung suka udh penuh bangku nya trs dateng nya harus dr jauh jauh jam, kl pake tix id tinggal liat film, pilih film, pilih bioskop, pilih jam tayang, pilih bangku, pembayaran udah selesai!!",5,42,2019-08-06 13:32:07
mohon fitur app di tambah yg lebih kompleks lagi... trims over all its awesome,4,0,2019-08-06 09:35:11
sebenarnya ini bagus tapi kenapa pas sy top up kemarin 100 ribu ( udah sy check masuk) tapi pas sy mau nonton tiba2 saldo berkurang padahal Jujur saja sy belum memakainya sekalipun🤒😭😭 Kecewa banget !!!,1,37,2019-08-06 04:19:20
"kemaren pas mau beli tiket error, mungkin karena banyak yang beli jg kli ya, gak bisa ke refresh samsekk. untung blm kehabisan tiketnya. tp gpp, thank u tix id.",5,0,2019-08-06 03:38:09
top pokok'e.... bisa milih tempat duduknya lebih pas,5,0,2019-08-06 01:17:11
Terlalu sering diperbarui...jadi harus sering upgrade,3,0,2019-08-05 06:59:50
"pesan tiket loading hingga 1,5 jam...tidak kunjung bisa. Sangaatttt parah. Lgs uninstal",1,0,2019-08-04 16:01:42
"gimana ya,sudah beli tiket waktu mau tayang malah mati lampu dan bioskop tutup ??",2,0,2019-08-04 14:39:14
"aneh, kirim kode untuk top up gabisa, gamasuk code ke nomor hp nya.",1,0,2019-08-04 11:44:58
kenapa abis log out trs mau log in lg ud gak bisa ya tolol ni. masukin id gw sm sandi gagal trs. uda gw reset password masi gak mau. gk ad kode verifikasi msuk ke no gw njing ni tix id bgsat.,1,0,2019-08-04 09:02:32
"bagus , beli tiket jdi lebih mudah ,ga perlu ngantri",5,0,2019-08-04 05:36:38
aplikasi pemesanan tiket paling bagus dan bisa d pakai d seluruh indonesia😁😁😁,5,0,2019-08-04 05:10:25
"sangat membantu untuk saya yang sibuk beraktivitas. informasi tentang film juga update, booking tiket juga sangat mudah. terima kasih tix id. #nontongakpakekribet",5,0,2019-08-04 03:54:39
sangat membantu skali dan gk usah antri panjang2 lagi skrang trimakasih tix id,5,0,2019-08-04 01:13:45
"Mantab aplikasinya, memudahkan penonton bioskop buat nonton tanpa antri",5,0,2019-08-04 00:57:00
Selamat pemakaian aplikasi ini sangat membantu dlm pemesanan tiket. Biasa admin yg terjangkau. Dan banyak promo,5,0,2019-08-04 00:47:56
sangat membantu walau awal nya harus mempelajari cara menggunakan nya,5,0,2019-08-03 17:00:12
"mantap gan, tolong tambah lebih bnyk promo ny lagi👏👏👏",4,0,2019-08-03 11:05:36
Untuk booking dari jauh hari belum bisa dibanyak movie. Cuma movie movie tertentu yang bisa booking jauh hari.,4,0,2019-08-03 10:55:52
Tidak diberikan kode booking dan tiketnya ga bisa digunain yang parahnya ga bisa refund atau digantikan yang lain.,1,0,2019-08-03 08:30:35
"aplikasinya mudah, gampang digunakan dan bermanfaat.",5,0,2019-08-03 06:50:51
"mantap lah pokonya aplikasi ini, yg saya paling suka karna sering dpt potongan hehe👍",4,0,2019-08-03 06:13:39
Asyik banget ... krn lebih cepat & praktis ... 👍👍👍,5,0,2019-08-03 05:42:50
ok banget ini aplikasi memper mudah untuk nonton poko nya ok banget deh 100% ngga nyesel pake aplikasi ini,5,0,2019-08-03 05:38:11
di tingkatkan lagi fasilitas nya,5,0,2019-08-03 04:43:47
"mantap, simpel dan tidak.ribet..😘😘😘😘",5,0,2019-08-03 03:11:35
mau nonton film box office tanpa antri jd gampang n gak buang wkt lg...😍,5,0,2019-08-03 03:09:23
keren.lebih praktis dan murah beli tiket bisokop,5,0,2019-08-03 03:08:29
membuat pesan tiker bebas antri. saran nya lebih banyakin promo nya dong heheh. pas awal2 pake suka ada promo buy 1 get 1. sekarang udah gaada kenapa ya?,5,0,2019-08-03 02:45:50
sangat mempermudah pemesanan tiket nonton.. promo diskonnya bsa d tingkatkan lagi. makasih tix id,5,0,2019-08-03 01:43:16
harga murah akses muda sehingga bisa menonton dengan nyaman dan dapat melakukan pembelian dengan cepat atau praktis,5,0,2019-08-02 19:07:49
gw suka banget soalnya gak perlu langsung ke kasirnya lg untuk beli tiket ehekk...,5,0,2019-08-02 17:52:44
"simpel dan praktis, mau nonton tinggal beli tiket dari hp tanpa antri.",5,0,2019-08-02 15:17:49
sangat membantu 😀 tak perlu repot mengantri & dpt memilih kursi sesuai keinginan 😍,5,0,2019-08-02 06:23:28
keren tambah cara pembayaran akan lebih keren lagi,4,0,2019-08-02 06:20:02
sangat membantu... terus tingkatkan pelayanan yaa..,5,0,2019-08-02 05:08:23
gampang ... gak mesti ngantri lagi beli tiket .. alplikasi bgus bgt,5,0,2019-08-02 03:13:51
mudah sekali tinggal banyakin promonya,5,0,2019-08-02 02:44:30
"Saya Memesan tiket nonton menggunakan aplikasi TIX.ID dan pembayaran menggunakan DANA, akan tetapi aplikasi TIX ID tidak menerima pembayaran dari DANA sehingga saya disuruh lapor ke aplikasi DANA. pada saat saya minta refund DANA malah nyuruh lapor ke TIX.ID padahal yang nyedot uang saya dari bank itu aplikasi DANA sementara TIX.ID tidak menerima uang saya yang disedot. kedua aplikasi ini saling melempar sana sini. silahkan berfikir kembali kalau download aplikasi ini.",1,11,2019-08-02 01:26:33
"bagus,bsa liat film2 bgus + bsa beli tike.a online",4,0,2019-08-01 17:17:32
mempermudah... pembeliin tiket.. tidak perlu antri... serasa bioskop punya sendiri.... kapanpun bisa langsung beli tiket dahulu....,5,0,2019-08-01 15:49:29
Sangat membantu tanp perlu antri lagi beli tiket,3,0,2019-08-01 13:00:27
bagus...bisa mengurangi waktu untuk antri.. tapi sayangnya untuk tiket premier belum bisa dipesan dari aplikasi ini..semoga kedepannya disegerakan.. bisa pesan premier untuk aplikasi ini...,5,3,2019-08-01 10:30:17
mempermudah dalam pembelian tiket bioskop praktis dan efisien,5,0,2019-08-01 09:53:33
dengan adanya applikasi ini. bisa memudahkan saya untuk booking tiket film yang saya inginkan,4,0,2019-08-01 07:35:51
"Alhamdulillah, Dengan menggunakan TIX ID kami sekeluarga jadi sering nonton, apalagi kalo film baru kami tdk ketinggalan, karena diskonnya luar biasa. Kami jadi mudah u pesan duduk untuk nonton yg enak,",5,0,2019-08-01 06:11:50
"Sangat membantu,karna tidak perlu ngantri panjang",5,0,2019-08-01 05:44:35
sangat membantu dlm pemesanan tiket dan tdk perlu ngantri lg...,5,0,2019-08-01 04:34:07
"Awalnya suka banget dengan aplikasi ini karna sering ngasi diskon untuk nonton. Tapi makin kesini kok makin dikit ya diskon nya, banyakin lagi dong min kayak dulu lagi.",3,0,2019-08-01 03:10:12
Bagus... cuma akan lebih bagus lgi klo Promonya ada setiap bulan,4,0,2019-08-01 01:15:16
aplikasi bagus dan membantu. banyak promo tiketnya.,5,0,2019-08-01 00:52:01
sudah lakukan transaksi tapi malah di batalkan sepihak (refund) dan dana blm di kembalikan 😭😭,1,0,2019-07-31 19:55:03
"bayar tix harus pakai dana ya? gak bisa pakai cara pembayaran yg lain apa? susah banget byr pakai dana, krn dana sekarang payah, gak bisa byr di Alfamart!! tolong lah kasih cara pembayaran melalui yg lain gak ush hrs pakai dana!!!",2,1,2019-07-31 14:37:37
sering ad promo n gk perlu ngantri,3,0,2019-07-31 14:13:28
bagus jg cukup klu film2 yg lain bisa di boking juga jauh2 hari,5,0,2019-07-31 13:30:35
puas banget dengan aplikasinya. banyak discountnya pula heheheh,5,0,2019-07-31 13:26:57
Bagus. Membeli tiket jadi lebih gampang tanpa harus ke bioskop. Kalau bisa dikembangkan supaya bisa langsung transfer tanpa perlu aplikasi pihak ketiga diantara kita.,4,13,2019-07-31 09:22:55
aku salah satu pengguna setia tix id dan selalu bayar pake dana. sangat suka dan membantu supaya gak antri byk diskon pokoknya looove bgt. gak nyesel download ini smoga diskon terus ya.. love n like it so much 10 star ada gak,5,0,2019-07-31 08:11:43
kok lama banget loading verivikasinya untuk di update,1,0,2019-07-31 07:38:09
"usahakan kalo ada yang beli tiket tp gak jd, kursi yg sebelumnya dipilih otomatis jd kosong lagi. Krn selama ini kalo ada yg batal transaksi, kursi itu tetep gak bisa dipilih di tix id. Seolah memang sudah terisi. Padahal transaksi sudah dibatalkan",3,6,2019-07-31 07:07:39
"saya suka dengan aplikasi tix,sangat membantu.overall ga pernah ada masalah di saya.terima kasih tix",5,0,2019-07-31 05:01:14
dengan tix id lebih memudahkan buat beli tiket tanpa harus antri 😍,5,0,2019-07-31 04:55:59
membantu banget buat beli tiket nonton dan pilih duduk sesuai keinginan kita..bisa pesen dimana aja dan kapan aja..thanks tix id😘😘,5,0,2019-07-31 04:36:43
tolong di perjelas kenapa aplikasi nya selalu minta update baru 1 hari udah minta update lagi . tolong di cek kembali untuk sistem pembaharuan nya . terimakasih,1,0,2019-07-31 03:54:26
"bagus, mempermudah kita yang sibuk biar ga kehabisan tiket",5,0,2019-07-31 03:47:30
"mantap banget... tidak perlu antri... cukup klik dan klik trus udah bisa pilih kursi juga... cuma sayang, 😏😔 diskon e dan promo e udah berkurang.... tambah i lagi lah diskon n promo nya... heheheh... udah diksih ⭐5 loh",5,1,2019-07-30 22:08:06
sangat membantu update filmnya yang siap tayang ato yang sedang tayang di setiap bioskop daerah masing2,5,0,2019-07-30 15:01:08
bagus banget dpt promo mulu yg 50%. walaupun harus punya dobel aplikasi gpp lah. yg penting nomat nonton hemat.,5,0,2019-07-30 08:34:09
"tix id memudahkanku dalam pemilihan tempat duduk yg aku inginkan dan ga perlu repot antri di bioskop, tinggal print lewat kode di handphone langsunggg deh, biar cepet aku pake jaringan Smartfren 4G untuk memperlancar kegiatanku pake aplikasi ini",5,0,2019-07-30 08:00:22
"hobi nonton tapi males antri untuk beli tiket? ini aplikasi yg cocok buat kamu. sekali buka aplikasinya bisa pesen tempat duduk dan film yg mau ditonton, langsung deh dapet tiketnya tanpa antri lagi, buat ga terhalang untuk memilih tempat duduk kamu harus punya Smartfren 4G biar lancar dalam memesannya",5,0,2019-07-30 07:17:58
aplikasi yang sangat membantu disaat mau pergi kebioskop tapi gatau ada jadwal film apa yang seru. banyak promo. tapi sayang aplikasinya minta pembaruan terus 😂,5,0,2019-07-30 05:05:59
pokoknya aplikasi ini recommended banget buat yang suka nonton tapi gaada waktu buat beli tiket apalagi kalo tiketnya pake sistem presale,5,0,2019-07-30 03:20:50
praktis dan mudah transaksi tiket nonton tanpa antri .,5,0,2019-07-29 14:25:14
"mempermudah pembelian dan pilih tempat yg sesuai lokasi dekat, perbanyak promo",5,0,2019-07-29 13:35:33
"belanja tiket ga perlu antri lagi, 😍",5,0,2019-07-29 12:03:24
TIX sangat mempermudah sy. dgn TIX sy bsa lihat film terbaru dan gk perlu antri tiket lagi...,5,0,2019-07-29 09:28:08
gak bisa dibukak padahal udah di update,1,0,2019-07-29 08:09:24
"Duuuh kenapa sih dari tadi pagi pengen pesan tiket malah refund muluuu kesel tau padahal di gambar seat seat nya masih tersedia pas udah di pesan muncul notif pengembalian dana , kursi yg dipilih sudah tidak tersedia mohon diperbaiki tidak puas saya dengan kinerja aplikasi nya",4,0,2019-07-29 06:54:42
"Masih harus di perhatiin aplikasi nya, supaya tidak Force Close, nanti akan di up star nya kalo sudah lebih baik. thanks overall good...",4,0,2019-07-29 05:35:04
"sangat memudahkan pembelian, tapi kendalanya gk bisa top up bri jadinya musti pinjam atm teman dlu 😕",4,0,2019-07-29 04:04:36
bagus bangettttttttt yang gak mau ribet ngantri harus donlowd kalo ngga download nanti ngesel banget harus download ya oke👍,5,0,2019-07-28 14:42:17
"cocok buat yg males ngantri , tapi di tambah fitur makanan minuman dong",5,0,2019-07-28 13:38:08
"tolong dong diperbaiki lagi aplikasi nya , kenapa setiap dibuka tidak bisa , dan ada tulisan cobalah beberapa saat lagi,, knpa yah?",5,0,2019-07-28 12:01:16
"praktis, dan banyak discountnya..",5,0,2019-07-28 06:25:14
aplikasi terburyk untuk pesan tiket nonton diskonnya bohong semua. Loading lama tiket sedang diproses lama seklai. aplikasi yg sangat smapah.,1,0,2019-07-28 04:47:21
Wah kalau di tix bisa beli pulsa juga saya mau nih.... Jadi tidak hanya menjual tiket bioskop tetapi pulsa juga bisa di beli disini... Usulan saya di tanggapi y,3,0,2019-07-27 18:35:42
mudah transaksinya. dapat bonus potongan harga juga,5,0,2019-07-27 12:32:31
"cepat, praktis, aman, sayangnya biaya adminnya mestinya dikurangi jd 1000 aja....🙂",5,0,2019-07-27 10:45:20
bagus diskon 50% nya klau bisa untuk semua film,4,0,2019-07-27 05:14:31
"metode pembayaran di perbanyak,,,kalo bisa pake gopay juga",3,0,2019-07-27 04:32:36
"mantapp , , dateng tinggal print tiket gak perlu ngantri",4,0,2019-07-27 04:28:49
sangat sangat membantu dan sering ada diskon♥️,5,0,2019-07-27 04:04:35
mau beli tiket hari ini tapi tanggal nya kenapa error ya tix.id ?? jadi gabisa transaksi (tglnya belum update masih tgl kemarin) 😣 tolong diperbaiki lagi sistem nya,3,0,2019-07-26 23:22:35
aplikasi yg bikim mudah anak muda untuk nonton di bioskop kesayangan tanpa ngantri dan tanpa takut kehabisan tiket 👍😁,4,0,2019-07-26 18:28:18
"mgkn fee administasi ny bisa lebih murah lagi, masa 3rb sih",1,0,2019-07-26 10:32:27
"pas make kok tiba tiba hanya halaman splash screen aja,, lama banget,, dah ditunggu eh malah tau tau keluar sendiri",2,0,2019-07-26 09:58:47
semoga bisa pesan tidak hanya utk tanggal saat pemesanan,5,0,2019-07-26 06:33:47
"Untuk mendapatkan tempat duduk yg comfortable jd lebih simple skrg krn TIX ID. Saran jg , pembayaran bisa lewat OVO ID dong next.",5,0,2019-07-26 05:38:54
sangat membantu dalam pembelian tiket dan promo nya lumayan banyak,4,0,2019-07-26 04:53:52
mudah penggunaannya & promonya bagus,5,0,2019-07-26 04:05:14
"Bagus, ngga nyesal pesan tiket dari TIX ID. Registrasi akun TIX ID anda, dan aktifkan akun DANA dengan memasukkan kode GTXPQ untuk mendapatkan voucher.",1,0,2019-07-26 03:27:49
"simpel ga ribet, biaya admnya jg sedikit",4,0,2019-07-26 00:52:42
"Aku suka banget dgn aplikasi ini Aku bisa beli ticket nonton dan ssudah ada film nya Aku bisa pilih deh, TIX ID is the best 😀😀😀😀",5,0,2019-07-25 11:34:29
"ngebantu banget buat org kantoran yg malas ngantri panjang, simple buat pesan dan tinggal klik, selesai.... hidup jgn di bikin repot bro and sis",5,0,2019-07-25 10:37:53
